Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Regulation Of Fatty Acid Biosynthetic Process (GO:0042304),11/26,0.00028196638153217687,0.0166195594891685,0,0,4.732189054726368,38.679601137804966,MLXIPL;ACADVL;EIF6;ELOVL5;NR1H2;APOC1;PDK4;NR1H3;TRIB3;ERLIN2;WDTC1
GO_Biological_Process_2023,Coenzyme A Metabolic Process (GO:0015936),8/15,0.0002828934272649982,0.0166195594891685,0,0,7.370001597359033,60.21615816050407,ACLY;NUDT7;PANK3;PANK1;PPCS;NUDT19;CROT;COASY
GO_Biological_Process_2023,Regulation Of Protein Catabolic Process (GO:0042176),31/122,0.00028642067193741506,0.0166195594891685,0,0,2.205064859952078,17.989027058644627,PRKN;VCP;CDKN1B;TNFAIP3;IDE;HMGCR;ATRAID;FOXO1;TNFSF13B;SNX3;UBB;CHEK2;APOE;PRKACA;RILP;CTSA;NQO1;EGLN2;CSNK2A1;TNFSF12;RDX;CYP51A1;RNF41;DDB1;PINK1;PSME1;MDM2;PSME2;TMEM9;EZR;VGLL4
GO_Biological_Process_2023,Response To Reactive Oxygen Species (GO:0000302),20/66,0.00029035483017244543,0.0166398410081542,0,0,2.81005322872072,22.886216710328817,PLK3;GSTP1;MPV17L;PXN;MPV17L2;PJVK;PEX10;SIRT1;HIF1A;MT3;SOD1;PRDX3;PRDX5;HYAL1;CAT;ROMO1;MPV17;APOE;SQSTM1;PDK2
GO_Biological_Process_2023,Regulation Of Macroautophagy (GO:0016241),26/96,0.0002951919678416338,0.0167107453014739,0,0,2.4026480836236934,19.52844653786271,ATP6V1A;LRRK2;VPS26A;WDR24;CLN3;TBK1;CASP3;UBQLN1;ATP6V1H;QSOX1;IKBKG;ATP6V1E1;PRKACA;ATP6V1D;SNX5;UBQLN2;BNIP3L;ATP6V1G1;ATP6V0E1;SIRT1;DCN;ERN1;PINK1;TBC1D25;ATP6V0D1;ATP6V0C
GO_Biological_Process_2023,Phosphatidylcholine Acyl-Chain Remodeling (GO:0036151),7/12,0.00033716388574552534,0.0188568043088039,0,0,9.025931445603575,72.16179333074179,LPCAT3;MBOAT7;NR1H2;PLA2G4C;NR1H3;TSPO;PLB1
GO_Biological_Process_2023,Golgi Lumen Acidification (GO:0061795),6/9,0.00034403290515024423,0.0190119136393742,0,0,12.890875232774674,102.80180698391348,ATP6V1A;RNASEK;ATP6V1H;ATP6V0C;ATP6V1D;ATP6V1F
GO_Biological_Process_2023,Negative Regulation Of ERK1 And ERK2 Cascade (GO:0070373),16/48,0.0003497175614937814,0.0190986931818133,0,0,3.2293457943925232,25.700376149524654,DUSP4;LYN;DUSP3;SEMA6A;GSTP1;PTEN;SLC9A3R1;SPRED1;GPER1;SPRY3;SIRPA;TIMP3;SPRY2;C3ORF33;EZR;GBP1
GO_Biological_Process_2023,Positive Regulation Of Protein Catabolic Process (GO:0045732),25/92,0.00036185667543438233,0.0195318452019349,0,0,2.4131965827277715,19.12280282064571,PRKN;VCP;CDKN1B;TNFAIP3;IDE;SNX33;FOXO1;TNFSF13B;BAG2;DDRGK1;PACSIN3;APOE;RILP;PLK3;EGLN2;CSNK2A1;TNFSF12;RDX;RNF41;DDB1;RNF128;ADAM9;NUPR1;EZR;VGLL4
GO_Biological_Process_2023,Establishment Of Protein Localization To Mitochondrion (GO:0072655),15/44,0.0004035801377668837,0.0215335517185502,0,0,3.340034018865007,26.1028183764767,BCAP31;TIMM8B;TOMM40;PAM16;TOMM34;DNAJC15;HSPD1;CHCHD4;PINK1;GRPEL1;TIMM17A;TIMM17B;TSPO;ROMO1;MGARP
GO_Biological_Process_2023,Iron-Sulfur Cluster Assembly (GO:0016226),11/27,0.0004182809735421745,0.0218164076312671,0,0,4.436170708955224,34.51055639318961,HSPA9;ISCA2;NFS1;GLRX5;NDUFAB1;BOLA1;CIAPIN1;CIAO2B;FXN;NUBP1;ISCU
GO_Biological_Process_2023,Metallo-Sulfur Cluster Assembly (GO:0031163),11/27,0.0004182809735421745,0.0218164076312671,0,0,4.436170708955224,34.51055639318961,HSPA9;ISCA2;NFS1;GLRX5;NDUFAB1;BOLA1;CIAPIN1;CIAO2B;FXN;NUBP1;ISCU
GO_Biological_Process_2023,Positive Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032436),23/83,0.0004515756064329552,0.0232912662784642,0,0,2.478304597701149,19.089804712545654,PRKN;BCAP31;PLK3;VCP;USP5;RNF14;LRRK2;CLU;GABARAP;DDA1;DNAJB2;SH3RF3;DAB2;BAG2;DDRGK1;UBQLN1;MDM2;TRIB3;STUB1;TRIB2;HSPA1B;SOCS5;UBQLN2
GO_Biological_Process_2023,Cellular Response To Insulin Stimulus (GO:0032869),26/99,0.0004967472958732531,0.024648389225711,0,0,2.3035081857667894,17.523775250985178,BCAR3;SLC27A1;IRS1;SHC1;INSIG1;SYAP1;ZDHHC7;FOXO4;IDE;FOXO1;IGF1R;ZFP36L1;GRB14;NAMPT;PDK4;PDK2;PDPK1;INSR;RARRES2;SLC39A14;RAB31;TBC1D4;RAB13;TRIB3;GRB2;BCAR1
GO_Biological_Process_2023,Activation Of Cysteine-Type Endopeptidase Activity (GO:0097202),8/16,0.0004991272268885911,0.024648389225711,0,0,6.448378680581438,49.024763151670825,CASP9;CASP8;ASPH;IFI16;CIDEB;BAK1;FADD;TBC1D10A
GO_Biological_Process_2023,Negative Regulation Of Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator (GO:1902254),8/16,0.0004991272268885911,0.024648389225711,0,0,6.448378680581438,49.024763151670825,PRKN;CD74;ING2;ARMC10;TAF9;MDM2;PTTG1IP;SIRT1
GO_Biological_Process_2023,Regulation Of Fatty Acid Oxidation (GO:0046320),8/16,0.0004991272268885911,0.024648389225711,0,0,6.448378680581438,49.024763151670825,ACADVL;FABP3;SIRT4;PDK4;TYSND1;MLYCD;PPARA;ABCD1
GO_Biological_Process_2023,Positive Regulation Of Proteolysis (GO:0045862),18/59,0.000524150944665709,0.0253448821368564,0,0,2.8361665434836167,21.423638723151857,CCBE1;SNX33;TANK;PINK1;CASP8;ASPH;BAG2;ZC3H12A;CTSH;ADAM9;PACSIN3;STUB1;APOE;BAK1;FADD;BTRC;FGFR4;TBC1D10A
