names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,gene_symbol,comparison,state_A,state_B
ENSG00000113205,1.424443,2.8294346,0.15431825661091197,0.2961373230408638,0.04,PCDHB3,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000135298,1.4242489,2.2419202,0.1543744409770931,0.29621191108851985,0.041777777777777775,ADGRB3,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000162631,1.4235369,2.521022,0.1545805832975539,0.296507676372276,0.03911111111111111,NTNG1,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000159788,1.4229219,0.093941346,0.15475878352821776,0.29681620708977385,0.2311111111111111,RGS12,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000161277,1.4223394,0.59939027,0.15492774868940892,0.29710695841715573,0.07466666666666667,THAP8,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000133961,1.4220805,0.16747195,0.15500288927094127,0.2972177361135211,0.38222222222222224,NUMB,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000154957,1.4217569,0.13244915,0.1550968539115147,0.29736458002806215,0.13333333333333333,ZNF18,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000109832,1.4216597,2.3723042,0.1551250517363523,0.2973853115546388,0.03911111111111111,DDX25,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000197106,1.4202358,1.5287167,0.15553906717891747,0.29801201648326187,0.04888888888888889,SLC6A17,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000152669,1.4195237,1.6148167,0.15574638916114034,0.2983424113091228,0.049777777777777775,CCNO,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000174437,1.419103,0.1793307,0.1558689961423708,0.29851041737700346,0.45866666666666667,ATP2A2,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000118523,1.4186175,1.345753,0.15601055672858194,0.29874807829386796,0.05511111111111111,CCN2,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000145494,1.4177114,0.15958281,0.15627506411382122,0.2992210932092037,0.32,NDUFS6,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000170476,1.4166757,1.4055711,0.1565777746535494,0.2997335959292319,0.04711111111111111,MZB1,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000038219,1.4162226,0.15841335,0.156710350256582,0.29990483226695325,0.44,BOD1L1,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000179454,1.4139571,0.0694023,0.1573745053102904,0.3010566190827363,0.248,KLHL28,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000102974,1.412436,0.115090445,0.15782163347654832,0.3018107168529721,0.232,CTCF,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000079335,1.4116592,0.5465122,0.15805032509145278,0.30221427017822394,0.07822222222222222,CDC14A,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000196418,1.4103323,1.0033604,0.15844158708964795,0.3029285558014438,0.05422222222222222,ZNF124,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000100319,1.4101381,0.092260055,0.1584989064012462,0.30300427949259245,0.224,ZMAT5,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
